,trade_date,open,close,high,low
322,20240512,8.51,8.55,8.83,8.33
321,20240505,8.08,8.41,8.52,8.07
320,20240428,7.86,8.05,8.1,7.6
319,20240421,8.61,7.88,8.68,7.29
318,20240414,8.95,8.61,9.29,8.55
317,20240407,8.67,9.03,9.51,8.66
316,20240331,8.61,8.65,9.02,8.1
315,20240324,8.59,8.7,8.88,8.54
314,20240317,8.27,8.56,9.0,8.21
313,20240310,8.2,8.24,8.4,7.97
312,20240303,8.14,8.18,8.57,7.61
311,20240225,6.88,7.95,8.01,6.75
310,20240211,7.2,6.7,7.22,5.89
309,20240204,9.25,7.27,9.28,7.02
308,20240128,9.6,9.22,9.65,8.35
307,20240121,10.28,9.56,10.38,9.55
306,20240114,10.1,10.33,10.58,9.99
305,20240107,10.39,10.26,10.98,10.21
304,20231231,9.87,10.4,10.42,9.59
303,20231224,11.05,9.94,11.1,9.85
302,20231217,9.87,10.78,11.2,9.78
301,20231210,10.17,9.92,10.3,9.9
300,20231203,10.18,10.17,10.42,10.12
299,20231126,10.38,10.22,10.55,10.18
298,20231119,10.15,10.36,10.43,10.07
297,20231112,10.09,10.07,10.19,9.98
296,20231105,9.64,10.05,10.23,9.64
295,20231029,9.21,9.6,9.66,8.87
294,20231022,10.55,9.31,10.6,9.22
293,20231015,10.29,10.6,10.84,10.16
292,20231001,10.37,10.29,10.4,10.08
291,20230924,10.3,10.35,10.5,9.98
290,20230917,10.54,10.33,10.6,10.25
289,20230910,10.59,10.5,10.7,10.46
288,20230903,10.3,10.54,10.7,9.97
287,20230827,10.48,9.88,10.54,9.84
286,20230820,10.41,10.37,10.57,10.18
285,20230813,10.89,10.52,10.98,10.5
284,20230806,10.88,10.85,11.07,10.78
283,20230730,11.12,10.92,11.35,10.7
282,20230723,11.32,11.12,11.59,11.1
281,20230716,11.61,11.39,11.72,11.33
280,20230709,11.71,11.55,11.9,11.47
279,20230702,10.92,11.83,11.88,10.71
278,20230625,11.17,10.94,11.17,10.9
277,20230618,10.28,11.08,11.1,10.27
276,20230611,10.92,10.37,11.03,10.23
275,20230604,11.09,10.93,11.09,10.5
274,20230528,10.88,11.06,11.13,10.75
273,20230521,10.54,10.93,11.17,10.45
272,20230514,10.48,10.53,10.78,10.4
271,20230507,10.57,10.47,10.82,10.38
270,20230430,10.55,10.58,10.69,9.92
269,20230423,11.35,10.58,11.45,10.55
268,20230416,11.79,11.29,11.91,11.1
267,20230409,12.14,11.79,12.18,11.61
266,20230402,12.01,12.24,12.48,11.71
265,20230326,11.69,12.04,12.17,11.35
264,20230319,12.38,11.62,12.4,11.55
263,20230312,13.2,12.28,13.24,12.26
262,20230305,13.28,13.18,13.55,13.02
261,20230226,13.3,13.4,13.83,13.26
260,20230219,13.87,13.28,14.86,13.27
259,20230212,12.29,14.57,15.26,12.2
258,20230205,11.9,12.39,12.86,11.9
257,20230122,11.69,11.82,11.85,11.53
256,20230115,11.93,11.78,11.99,11.61
255,20230108,11.04,11.88,11.98,11.04
254,20230101,10.78,11.1,11.65,10.78
253,20221225,12.63,10.77,12.87,10.65
252,20221218,12.92,12.71,13.08,12.51
251,20221211,13.76,13.03,14.32,12.73
250,20221204,12.34,13.97,14.17,12.29
249,20221127,12.38,12.66,13.87,12.24
248,20221120,12.38,12.44,13.28,12.24
247,20221113,13.13,12.49,14.35,12.47
246,20221106,12.49,13.34,13.83,12.13
245,20221030,14.16,12.92,15.81,12.92
244,20221023,12.12,13.06,13.17,11.8
243,20221016,10.32,12.35,12.76,10.27
242,20221002,10.6,10.31,11.95,10.21
241,20220925,9.92,10.62,11.61,9.92
240,20220918,11.34,10.0,11.43,9.89
239,20220911,10.9,11.29,12.31,10.43
238,20220904,11.63,10.22,12.43,9.79
237,20220828,11.23,11.99,12.72,10.95
236,20220821,10.9,11.58,12.47,10.87
235,20220814,10.48,11.06,11.54,10.42
234,20220807,11.88,10.54,12.05,10.3
233,20220731,11.7,11.97,12.63,11.28
232,20220724,10.51,11.87,13.2,10.51
231,20220717,10.6,10.26,11.17,9.72
230,20220710,11.36,10.76,12.5,10.32
229,20220703,10.13,10.33,10.6,9.31
228,20220626,9.5,10.27,10.89,9.42
227,20220619,9.78,9.54,10.09,9.14
226,20220612,10.09,10.11,11.72,9.34
225,20220605,8.18,9.68,9.68,7.94
224,20220529,7.98,8.04,8.37,7.73
223,20220522,8.3,7.95,8.38,7.71
222,20220515,6.95,8.28,8.28,6.85
221,20220508,7.04,6.95,7.13,6.85
220,20220501,7.07,7.03,7.14,6.37
219,20220424,7.66,7.27,8.24,7.27
218,20220417,8.17,7.7,8.19,7.66
217,20220410,8.5,8.2,8.62,8.16
216,20220403,8.92,8.56,8.94,8.51
215,20220327,9.11,8.97,10.07,8.96
214,20220320,9.57,9.09,9.58,8.37
213,20220313,9.68,9.52,9.85,8.85
212,20220306,10.3,9.73,10.53,9.69
211,20220227,10.03,10.1,11.2,9.91
210,20220220,10.18,10.03,10.53,9.79
209,20220213,9.06,10.23,10.65,9.02
208,20220130,9.06,8.95,9.31,8.64
207,20220123,9.84,9.06,9.92,8.94
206,20220116,9.94,9.86,10.17,9.82
205,20220109,10.47,9.96,10.61,9.91
204,20220102,10.91,10.46,11.0,10.23
203,20211226,10.63,11.02,11.3,10.14
202,20211219,11.28,10.62,11.4,10.58
201,20211212,11.76,11.36,11.81,10.69
200,20211205,11.53,11.74,12.42,11.41
199,20211128,12.28,11.9,12.83,11.8
198,20211121,12.12,12.31,12.59,11.34
197,20211114,11.81,12.11,12.87,11.76
196,20211107,10.77,11.99,12.3,10.51
195,20211031,11.02,10.85,12.05,10.48
194,20211024,10.51,11.02,12.4,10.16
193,20211017,10.67,10.28,10.72,9.69
192,20211010,10.61,10.72,11.03,10.18
191,20211003,11.25,10.47,11.4,9.93
190,20210926,12.35,11.36,12.68,11.07
189,20210919,12.02,12.93,14.56,11.95
188,20210912,12.93,12.14,13.31,11.92
187,20210905,14.87,12.85,15.67,12.69
186,20210829,9.89,14.31,14.31,9.77
185,20210822,11.55,9.95,11.75,9.41
184,20210815,10.11,11.75,12.38,9.38
183,20210808,9.7,10.02,10.57,8.94
182,20210801,9.8,9.97,11.25,8.56
181,20210725,8.46,9.99,10.14,8.42
180,20210718,7.14,7.94,7.94,7.04
179,20210711,6.65,7.04,7.12,6.65
178,20210704,6.91,6.65,6.95,6.56
177,20210627,6.68,6.91,7.07,6.63
176,20210620,6.66,6.76,6.77,6.28
175,20210613,6.62,6.61,6.76,6.44
174,20210606,6.61,6.6,6.82,6.42
173,20210530,6.58,6.71,6.97,6.16
172,20210523,6.23,5.98,6.23,5.94
171,20210516,6.16,6.23,6.27,5.97
170,20210509,6.0,6.16,6.17,5.97
169,20210502,6.09,5.96,6.16,5.92
168,20210425,6.24,6.06,6.27,6.04
167,20210418,6.27,6.21,6.27,6.01
166,20210411,6.46,6.24,6.53,6.24
165,20210404,6.34,6.46,6.6,6.25
164,20210328,6.47,6.41,6.55,6.33
163,20210321,6.36,6.5,6.62,6.32
162,20210314,6.36,6.41,6.47,6.08
161,20210307,6.12,6.37,6.46,6.11
160,20210228,6.04,6.11,6.22,5.97
159,20210221,5.97,6.02,6.02,5.92
158,20210214,5.7,5.94,5.96,5.66
157,20210207,5.66,5.65,5.78,5.59
156,20210131,5.87,5.65,5.93,5.59
155,20210124,5.96,5.92,6.12,5.86
154,20210117,5.97,5.98,5.99,5.67
153,20210110,6.05,5.97,6.2,5.8
152,20210103,6.11,6.2,6.36,5.97
151,20201227,6.06,6.14,6.3,5.88
150,20201220,6.5,6.17,6.7,5.94
149,20201213,6.9,6.49,7.03,6.41
148,20201206,6.65,6.9,6.98,6.46
147,20201129,6.7,6.63,6.88,6.42
146,20201122,6.46,6.58,6.81,6.32
145,20201115,6.32,6.46,6.59,6.27
144,20201108,6.29,6.3,6.54,6.12
143,20201101,6.48,6.38,6.66,6.25
142,20201025,6.62,6.53,6.82,6.42
141,20201018,6.58,6.61,6.83,6.42
140,20201011,6.45,6.41,6.56,6.32
139,20201004,6.35,6.39,6.52,6.22
138,20200927,6.97,6.49,7.16,6.31
137,20200920,6.67,7.13,7.14,6.66
136,20200913,7.01,6.68,7.29,6.49
135,20200906,6.97,7.19,7.23,6.7
134,20200830,7.16,6.97,7.29,6.81
133,20200823,6.87,6.99,7.57,6.73
132,20200816,6.74,6.75,6.96,6.49
131,20200809,6.89,6.76,7.04,6.52
130,20200802,6.27,6.84,6.84,6.22
129,20200726,6.29,6.41,6.86,6.28
128,20200719,6.32,6.46,6.75,6.15
127,20200712,6.23,6.3,6.61,6.09
126,20200705,6.09,6.09,6.23,5.89
125,20200628,6.2,6.13,6.23,6.06
124,20200621,6.2608,6.2,6.3481,6.1346
123,20200614,6.1637,6.319,6.3481,6.0278
122,20200607,5.9307,6.1637,6.1831,5.9113
121,20200531,5.8628,5.9307,6.0181,5.8337
120,20200524,6.2122,5.8725,6.2122,5.8046
119,20200517,6.3093,6.3287,6.6393,6.0278
118,20200510,5.824,6.2511,6.2511,5.8046
117,20200503,5.8046,5.8628,5.989,5.6978
116,20200426,5.921,5.8046,5.9696,5.7463
115,20200419,5.824,5.9502,6.0569,5.7269
114,20200412,5.7754,5.8822,6.1249,5.7657
113,20200405,5.756,5.7075,5.7949,5.6104
112,20200329,5.7851,5.8337,5.9696,5.6978
111,20200322,5.9113,5.8628,6.0375,5.6007
110,20200315,6.3093,5.9016,6.3967,5.6881
109,20200308,6.319,6.5034,6.6782,6.2025
108,20200301,6.3870000000000005,6.2996,7.542000000000001,6.0958
107,20200223,5.7463,6.2025,6.2122,5.7366
106,20200216,5.7657,5.7366,5.9016,5.6978
105,20200209,5.5134,5.7657,5.7754,5.2416
104,20200126,6.1928,6.1249,6.3870000000000005,6.0472
103,20200119,6.3481,6.1928,6.3675,6.1734
102,20200112,6.0763,6.4064,6.9888,6.0375
101,20200105,5.8919,6.0763,6.1734,5.7949
100,20191229,5.9016,5.9307,5.989,5.7949
99,20191222,5.8337,5.9016,5.9793,5.8046
98,20191215,5.7754,5.8337,5.8434,5.7269
97,20191208,5.7657,5.7657,5.8046,5.6687
96,20191201,5.591,5.824,5.9016,5.5813
95,20191124,5.5425,5.6201,5.7366,5.4939
94,20191117,5.8628,5.5425,5.8628,5.5037
93,20191110,6.2025,5.8822,6.2802,5.824
92,20191103,6.3481,6.2414,6.4743,6.0958
