a3,见龙在田5,--见龙在田5--20211222--东山精密**002384.SZ
a3,见龙在田5,--见龙在田5--20211222--久立特材**002318.SZ
b1,神4,--------- 神4---------20211217--20211224--乐山电力--强势股票**600644.SH
b1,神4,--------- 神4---------20211216--20211224--金能科技--强势股票**603113.SH
b4,神2,--下跌横盘-----神2  成功了---涨停板日期20211115 ----20211224--九安医疗--强势股票**002432.SZ
b8,龙战于野,阴线实体大于3.6最好:3.79--前边有涨停板-------龙战于野----20211222--顺灏股份**002565.SZ
b8,龙战于野,阴线实体大于3.6最好:5.92-----龙战于野----20211222--精华制药--强势股票**002349.SZ
c10,结界,---结界--20211224--芭田股份**002170.SZ
c10,结界,---结界--20211224--三星新材**603578.SH
c10,结界,---结界--20211224--万业企业**600641.SH
c10,结界,---结界--20211224--中船科技**600072.SH
c113,起爆均线3,144-169不满足上涨-----起爆均线3----20211224--杭州解百--强势股票**600814.SH
c113,起爆均线3,144-169不满足上涨-----起爆均线3----20211224--仁和药业--强势股票**000650.SZ
c113,起爆均线3,144-169不满足上涨-----起爆均线3----20211224--江苏吴中--强势股票**600200.SH
c12,看跌做涨,-阴线实体=5.38-----看跌做涨 缩量大阴线  ----20211223--浙江世宝**002703.SZ
c12,看跌做涨,-阴线实体=4.8-----看跌做涨 缩量大阴线  ----20211223--中煤能源--强势股票**601898.SH
c12,看跌做涨,-阴线实体=3.05-----看跌做涨 缩量大阴线  ----20211223--开滦股份--强势股票**600997.SH
c12,看跌做涨,-阴线实体=6.77-----看跌做涨 缩量大阴线  ----20211223--和胜股份**002824.SZ
c12,看跌做涨,-阴线实体=6.15-----看跌做涨 缩量大阴线  ----20211223--东风科技**600081.SH
c12,看跌做涨,-阴线实体=4.73-----看跌做涨 缩量大阴线  ----20211223--北化股份--强势股票**002246.SZ
c12,看跌做涨,-阴线实体=3.25-----看跌做涨 缩量大阴线  ----20211223--云铝股份**000807.SZ
c12,看跌做涨,-阴线实体=4.81-----看跌做涨 缩量大阴线  ----20211223--御银股份**002177.SZ
c13,飞龙在天,"xiao_K_shiti=0.49-----飞龙在天, 超短线  ----20211222--泸天化**000912.SZ"
c14,峰回路转,"峰回路转第3天用软件条件挂单,挂涨停板的收盘价-- 20211223--平高电气--强势股票**600312.SH"
c14,峰回路转,"峰回路转第3天用软件条件挂单,挂涨停板的收盘价-- 20211223--冰轮环境--强势股票**000811.SZ"
c14,峰回路转,"峰回路转第3天用软件条件挂单,挂涨停板的收盘价-- 20211223--中再资环--强势股票**600217.SH"
c14,峰回路转,"峰回路转第3天用软件条件挂单,挂涨停板的收盘价-- 20211223--中国铝业**601600.SH"
