,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,ma5,ma_v_5,ma13,ma_v_13,ma34,ma_v_34,ma144,ma_v_144,ma169,ma_v_169,ma75,ma_v_75,ma10,ma_v_10,ma20,ma_v_20,ma30,ma_v_30,ma60,ma_v_60,ma120,ma_v_120
0,600279.SH,20250801,5.56,5.6,5.55,5.58,5.57,0.009999999999999787,0.18,50763.09,28287.776,5.65,92344.04,5.7,151899.75,5.68,162069.03,5.38,260139.56,5.37,256738.09,5.77,374502.82,5.72,172872.77,5.66,142399.6,5.67,150383.25,5.86,367458.76,5.52,293326.86
1,600279.SH,20250731,5.66,5.67,5.56,5.57,5.67,-0.09999999999999964,-1.76,95471.1,53466.655,5.68,115676.02,5.69,161143.48,5.69,167465.66,5.37,260540.68,5.37,261476.92,5.76,377295.31,5.72,172863.95,5.66,145823.6,5.67,154503.47,5.86,369412.67,5.52,293760.2
2,600279.SH,20250730,5.75,5.75,5.63,5.67,5.75,-0.08000000000000007,-1.39,95053.5,54034.031,5.74,134675.78,5.7,162089.73,5.71,174758.95,5.37,260945.47,5.37,263936.93,5.76,382038.93,5.73,170208.24,5.66,148512.49,5.67,160802.88,5.85,372296.51,5.51,293556.46
3,600279.SH,20250729,5.66,5.75,5.58,5.75,5.67,0.08000000000000007,1.41,112027.0,63094.481,5.77,185812.51,5.7,167154.91,5.72,186211.66,5.36,260764.06,5.37,266147.32,5.75,388585.1,5.72,173340.91,5.65,151567.9,5.68,165458.9,5.85,374947.81,5.5,293251.96
4,600279.SH,20250728,5.72,5.73,5.65,5.67,5.73,-0.0600000000000005,-1.05,108405.5,61571.606,5.78,206761.51,5.69,168154.22,5.75,209781.51,5.36,260771.72,5.36,270090.06,5.75,392495.89,5.7,179231.36,5.65,151902.72,5.69,171901.08,5.84,379915.18,5.49,292946.62
5,600279.SH,20250725,5.86,5.86,5.72,5.73,5.86,-0.1299999999999999,-2.22,167423.0,96355.91,5.8,253401.51,5.68,167700.03,5.78,235673.75,5.36,260633.11,5.37,275956.52,5.73,392915.3,5.7,179168.04,5.65,151469.25,5.7,176095.85,5.84,386054.01,5.48,292654.35
6,600279.SH,20250724,5.85,5.91,5.76,5.86,5.84,0.020000000000000462,0.34,190469.88,111454.546,5.77,230051.88,5.67,163372.26,5.79,246747.41,5.35,260636.82,5.36,278525.66,5.72,393037.86,5.69,178515.83,5.65,150715.57,5.71,181963.18,5.84,394087.64,5.48,292321.99
7,600279.SH,20250723,5.8,6.01,5.75,5.84,5.79,0.04999999999999982,0.86,350737.16,205909.7,5.72,205740.71,5.64,156029.15,5.81,264370.61,5.35,260047.08,5.36,279806.05,5.71,392041.51,5.67,171970.65,5.64,148758.93,5.72,191762.37,5.84,400327.14,5.47,292202.26
8,600279.SH,20250722,5.78,5.8,5.68,5.79,5.77,0.020000000000000462,0.35,216772.0,125377.196,5.68,160869.3,5.62,138221.91,5.82,269462.71,5.34,258906.08,5.36,282604.27,5.7,388086.21,5.64,147147.04,5.64,139983.3,5.74,210517.86,5.83,400539.46,5.46,290013.38
9,600279.SH,20250721,5.64,5.85,5.64,5.77,5.58,0.1899999999999995,3.41,341605.5,197984.683,5.62,151701.21,5.6,133027.83,5.83,281831.33,5.34,258652.18,5.35,286071.63,5.69,386075.31,5.62,136586.04,5.63,142036.47,5.77,236250.18,5.82,401886.79,5.45,288780.5
