a2,--海底捞  成功了--20210514,汽车服务,大东方**600327.SH
a2,--海底捞  成功了--20210609-持仓量20210402-20210604-中间值10.19--8周-换手率,46.5-流通市值,14.3亿,电器仪表,先锋电子**002767.SZ
a2,--海底捞  成功了--20210623,专用机械,海源复材**002529.SZ
a2,--海底捞  成功了--20210514,汽车服务,大东方**600327.SH
a2,--海底捞  成功了--20210609-持仓量20210402-20210604-中间值10.19--8周-换手率,46.5-流通市值,14.3亿,电器仪表,先锋电子**002767.SZ
a2,--海底捞  成功了--20210514,汽车服务,大东方**600327.SH
a2,--海底捞  成功了--20210609-持仓量20210402-20210604-中间值10.19--8周-换手率,46.5-流通市值,14.3亿,电器仪表,先锋电子**002767.SZ
a2,--海底捞  成功了--20210514,汽车服务,大东方**600327.SH
a2,--海底捞  成功了--20210609-持仓量20210402-20210604-中间值10.19--8周-换手率,46.5-流通市值,14.3亿,电器仪表,先锋电子**002767.SZ
a2,--海底捞  成功了--20210514,汽车服务,大东方**600327.SH
a2,--海底捞  成功了--20210609-持仓量20210402-20210604-中间值10.19--8周-换手率,46.5-流通市值,14.3亿,电器仪表,先锋电子**002767.SZ
a2,--海底捞  成功了--20210623,专用机械,海源复材**002529.SZ
a2,--海底捞  成功了--20210514,汽车服务,大东方**600327.SH
a2,--海底捞  成功了--20210609-持仓量20210402-20210604-中间值10.19--8周-换手率,46.5-流通市值,14.3亿,电器仪表,先锋电子**002767.SZ
a2,--海底捞  成功了--20210623,专用机械,海源复材**002529.SZ
a2,--海底捞  成功了--20220323,其他建材,海南瑞泽**002596.SZ
a2,--海底捞  成功了--20210514,汽车服务,大东方**600327.SH
a2,--海底捞  成功了--20210609-持仓量20210402-20210604-中间值10.19--8周-换手率,46.5-流通市值,14.3亿,电器仪表,先锋电子**002767.SZ
a2,--海底捞  成功了--20210623,专用机械,海源复材**002529.SZ
a2,--海底捞  成功了--20220323,其他建材,海南瑞泽**002596.SZ
a2,--海底捞  成功了--20210514,汽车服务,大东方**600327.SH
a2,--海底捞  成功了--20210609-持仓量20210402-20210604-中间值10.19--8周-换手率,46.5-流通市值,14.3亿,电器仪表,先锋电子**002767.SZ
a2,--海底捞  成功了--20210623,专用机械,海源复材**002529.SZ
a2,--海底捞  成功了--20220323,其他建材,海南瑞泽**002596.SZ
a2,--海底捞  成功了--20210514,汽车服务,大东方**600327.SH
a2,--海底捞  成功了--20210609-持仓量20210402-20210604-中间值10.19--8周-换手率,46.5-流通市值,14.3亿,电器仪表,先锋电子**002767.SZ
a2,--海底捞  成功了--20210623,专用机械,海源复材**002529.SZ
a2,--海底捞  成功了--20220323,其他建材,海南瑞泽**002596.SZ
a2,--海底捞  成功了--20210514--实体=10.96,汽车服务,大东方**600327.SH
a2,--海底捞  成功了--20210609--实体=6.21-持仓量20210402-20210604-中间值10.19--8周-换手率,46.5-流通市值,14.3亿,电器仪表,先锋电子**002767.SZ
a2,--海底捞  成功了--20210623--实体=10.33,专用机械,海源复材**002529.SZ
a2,--海底捞  成功了--20220323--实体=8.95,其他建材,海南瑞泽**002596.SZ
a2,--海底捞  成功了--20210514--实体=10.96,汽车服务,大东方**600327.SH
a2,--海底捞  成功了--20210609--实体=6.21-持仓量20210402-20210604-中间值10.19--8周-换手率,46.5-流通市值,14.3亿,电器仪表,先锋电子**002767.SZ
a2,--海底捞  成功了--20210623--实体=10.33,专用机械,海源复材**002529.SZ
a2,--海底捞  成功了--20220323--实体=8.95,其他建材,海南瑞泽**002596.SZ
a2,--海底捞  成功了--20220414--实体=7.89-持仓量20220128-20220408-中间值9.18--7周-换手率,92.1-流通市值,24.0亿,化学制药,永安药业**002365.SZ
a2,--海底捞  成功了--20220428--实体=10.14-持仓量20220218-20220422-中间值2.25--7周-换手率,38.5-流通市值,90.5亿,综合类,中信国安**000839.SZ
a2,--海底捞  成功了--20220429--实体=15.99-持仓量20220225-20220429-中间值6.9--9周-换手率,70.2-流通市值,21.6亿,家用电器,爱仕达**002403.SZ
a2,--海底捞  成功了--20210514--实体=10.96,汽车服务,大东方**600327.SH
a2,--海底捞  成功了--20210609--实体=6.21-持仓量20210402-20210604-中间值10.19--8周-换手率,46.5-流通市值,14.3亿,电器仪表,先锋电子**002767.SZ
a2,--海底捞  成功了--20210623--实体=10.33,专用机械,海源复材**002529.SZ
a2,--海底捞  成功了--20220323--实体=8.95,其他建材,海南瑞泽**002596.SZ
a2,--海底捞  成功了--20220414--实体=7.89-持仓量20220128-20220408-中间值9.18--7周-换手率,92.1-流通市值,24.0亿,化学制药,永安药业**002365.SZ
a2,--海底捞  成功了--20220414--实体=12.83,水泥,宁夏建材**600449.SH
a2,--海底捞  成功了--20220429--实体=14.91-持仓量20220225-20220429-中间值9.03--7周-换手率,149.2-流通市值,24.7亿,仓储物流,音飞储存**603066.SH
a2,--海底捞  成功了--20220427--实体=10.4,全国地产,天地源**600665.SH
