a2,--海底捞  成功了--20231110--实体=5.82-持仓量20230901-20231110-中间值2.94--9周-换手率,53.9-流通市值,35.8亿,水运,长航凤凰**000520.SZ
a2,--海底捞  成功了--20231110--实体=12.98-持仓量20230901-20231110-中间值27.6--7周-换手率,355.8-流通市值,61.9亿,元器件,福晶科技**002222.SZ
a2,--海底捞  成功了--20231110--实体=13.08-持仓量20230901-20231110-中间值11.34--7周-换手率,233.7-流通市值,20.9亿,汽车配件,锋龙股份**002931.SZ
a2,--海底捞  成功了--20231110--实体=11.94,中成药,太龙药业**600222.SH,,
a2,--海底捞  成功了--20231110--实体=6.21,农药化肥,六国化工**600470.SH,,
a2,--海底捞  成功了--20231110--实体=12.23,汽车配件,凯众股份**603037.SH,,
a2,--海底捞  成功了--20231110--实体=5.86,化工原料,安纳达**002136.SZ,,
a2,--海底捞  成功了--20231110--实体=13.06-持仓量20230901-20231110-中间值7.62--8周-换手率,201.1-流通市值,57.5亿,专用机械,众合科技**000925.SZ
a2,--海底捞  成功了--20231110--实体=8.31-持仓量20230901-20231110-中间值18.17--8周-换手率,163.7-流通市值,91.7亿,元器件,凤凰光学**600071.SH
a2,--海底捞  成功了--20231110--实体=8.94-持仓量20230901-20231110-中间值8.41--8周-换手率,128.2-流通市值,135.9亿,其他商业,天音控股**000829.SZ
a2,--海底捞  成功了--20231110--实体=5.21,水泥,上峰水泥**000672.SZ,,
a2,--海底捞  成功了--20231110--实体=14.11-持仓量20230901-20231110-中间值8.64--7周-换手率,292.3-流通市值,22.0亿,红黄酒,威龙股份**603779.SH
a2,--海底捞  成功了--20231110--实体=6.37,影视音像,欢瑞世纪**000892.SZ,,
a3,筹码突破--20231110-持仓量20230901-20231110-中间值15.27--8周-换手率,85.8-流通市值,21.2亿,供气供热,东方环宇**603706.SH
a3,筹码突破--20231110-持仓量20230901-20231110-中间值11.02--7周-换手率,60.2-流通市值,63.1亿,通信设备,盛洋科技**603703.SH
a3,筹码突破--20231110-持仓量20230901-20231110-中间值6.24--8周-换手率,127.5-流通市值,25.4亿,仓储物流,长江投资**600119.SH
a3,筹码突破--20231103-持仓量20230825-20231103-中间值7.8--8周-换手率,45.9-流通市值,27.0亿,电气设备,展鹏科技**603488.SH
a3,筹码突破--20231110-持仓量20230901-20231110-中间值15.68--8周-换手率,349.2-流通市值,19.2亿,供气供热,新疆火炬**603080.SH
a3,筹码突破--20231110-持仓量20230901-20231110-中间值5.18--9周-换手率,123.9-流通市值,28.5亿,建筑工程,乾景园林**603778.SH
a3,筹码突破--20231110-持仓量20230901-20231110-中间值3.99--10周-换手率,32.1-流通市值,83.4亿,广告包装,东风股份**601515.SH
a3,筹码突破--20231110-持仓量20230901-20231110-中间值11.11--8周-换手率,85.8-流通市值,25.3亿,医药商业,第一医药**600833.SH
a3,筹码突破--20231110-持仓量20230901-20231110-中间值13.78--7周-换手率,917.0-流通市值,17.8亿,机械基件,文一科技**600520.SH
a3,筹码突破--20231110-持仓量20230901-20231110-中间值5.12--9周-换手率,62.2-流通市值,30.2亿,供气供热,长春燃气**600333.SH
a3,筹码突破--20231110-持仓量20230901-20231110-中间值25.45--7周-换手率,47.1-流通市值,147.5亿,医药商业,老百姓**603883.SH
a3,筹码突破--20231110-持仓量20230901-20231110-中间值4.35--9周-换手率,131.7-流通市值,80.3亿,汽车整车,海马汽车**000572.SZ
a3,筹码突破--20231110-持仓量20230901-20231110-中间值3.81--8周-换手率,206.9-流通市值,43.2亿,焦炭加工,云煤能源**600792.SH
a3,筹码突破--20231110-持仓量20230901-20231110-中间值17.73--8周-换手率,76.9-流通市值,41.4亿,铝,和胜股份**002824.SZ
a3,筹码突破--20231110-持仓量20230901-20231110-中间值7.15--8周-换手率,234.8-流通市值,20.9亿,供气供热,德龙汇能**000593.SZ
a3,筹码突破--20231110-持仓量20230901-20231110-中间值22.3--8周-换手率,92.8-流通市值,96.0亿,医药商业,一心堂**002727.SZ
a3,筹码突破--20231110-持仓量20230901-20231110-中间值4.53--9周-换手率,144.4-流通市值,30.1亿,家用电器,顺威股份**002676.SZ
a3,筹码突破--20231110-持仓量20230901-20231110-中间值2.59--9周-换手率,37.7-流通市值,61.2亿,塑料,大东南**002263.SZ
a3,筹码突破--20231110-持仓量20230901-20231110-中间值6.16--7周-换手率,393.8-流通市值,41.0亿,化工原料,西陇科学**002584.SZ
a3,筹码突破--20231110-持仓量20230901-20231110-中间值12.58--9周-换手率,88.8-流通市值,52.9亿,工程机械,鞍重股份**002667.SZ
a3,筹码突破--20231110-持仓量20230901-20231110-中间值8.84--8周-换手率,82.5-流通市值,16.9亿,电气设备,茂硕电源**002660.SZ
a4,--短线强庄股成功了--20231107,机械基件,国机精工**002046.SZ,,
a4,--短线强庄股成功了--20231107-持仓量20230825-20231103-中间值23.52--8周-换手率,69.8-流通市值,27.9亿,专用机械,天永智能**603895.SH
a4,--短线强庄股成功了--20231107-持仓量20230825-20231103-中间值24.88--9周-换手率,20.2-流通市值,57.3亿,专用机械,快克股份**603203.SH
a4,--短线强庄股成功了--20231107-持仓量20230825-20231103-中间值16.69--8周-换手率,78.8-流通市值,35.0亿,公路,海汽集团**603069.SH
a4,--短线强庄股成功了--20231107-持仓量20230825-20231103-中间值11.11--7周-换手率,35.8-流通市值,24.7亿,软饮料,国投中鲁**600962.SH
a4,--短线强庄股成功了--20231107-持仓量20230825-20231103-中间值8.13--9周-换手率,339.4-流通市值,27.1亿,医疗保健,创新医疗**002173.SZ
a4,--短线强庄股成功了--20231107,水泥,宁波富达**600724.SH,,
a4,--短线强庄股成功了--20231107-持仓量20230825-20231103-中间值19.45--9周-换手率,224.7-流通市值,40.0亿,化学制药,新华制药**000756.SZ
a5, 神4--20231103--20231110-持仓量20230825-20231103-中间值6.53--9周-换手率,108.5-流通市值,49.1亿,纺织机械,方正电机**002196.SZ
a5, 神4--20231103--20231110,元器件,深纺织A**000045.SZ,,
a5, 神4--20231031--20231110-持仓量20230818-20231027-中间值8.0--7周-换手率,65.8-流通市值,48.5亿,电气设备,太阳电缆**002300.SZ
a5, 神4--20231101--20231110-持仓量20230818-20231027-中间值8.76--7周-换手率,24.4-流通市值,43.8亿,石油贸易,广聚能源**000096.SZ
a51, 神4_1--20231103--20231110,元器件,深纺织A**000045.SZ,,
a51, 神4_1--20231101--20231110-持仓量20230818-20231027-中间值8.76--7周-换手率,24.4-流通市值,43.8亿,石油贸易,广聚能源**000096.SZ
a51, 神4_1--20231031--20231110-持仓量20230818-20231027-中间值8.0--7周-换手率,65.8-流通市值,48.5亿,电气设备,太阳电缆**002300.SZ
a51, 神4_1--20231103--20231110-持仓量20230825-20231103-中间值6.53--9周-换手率,108.5-流通市值,49.1亿,纺织机械,方正电机**002196.SZ
a6,神 1--涨停板日期:20231030--20231110-持仓量20230901-20231110-中间值18.8--9周-换手率,73.9-流通市值,32.3亿,化学制药,昂利康**002940.SZ
a71,神2--涨停板日期20231017 ----20231110-持仓量20230901-20231110-中间值13.78--7周-换手率,917.0-流通市值,17.8亿,机械基件,文一科技**600520.SH
a71,神2--涨停板日期20231016 ----20231110,软件服务,中科金财**002657.SZ,,
a71,神2--涨停板日期20231027 ----20231110-持仓量20230901-20231110-中间值15.25--7周-换手率,72.0-流通市值,108.8亿,化学制药,康弘药业**002773.SZ
a71,神2--涨停板日期20230927 ----20231110,专用机械,银宝山新**002786.SZ,,
a71,神2--涨停板日期20230926 ----20231110,区域地产,格力地产**600185.SH,,
a71,神2--涨停板日期20231024 ----20231110-持仓量20230901-20231110-中间值15.68--8周-换手率,349.2-流通市值,19.2亿,供气供热,新疆火炬**603080.SH
a71,神2--涨停板日期20231030 ----20231110-持仓量20230901-20231110-中间值44.21--7周-换手率,92.8-流通市值,38.2亿,专用机械,赛腾股份**603283.SH
a72,神2pro--涨停板日期20231027--20231110-持仓量20230901-20231110-中间值15.25--7周-换手率,72.0-流通市值,108.8亿,化学制药,康弘药业**002773.SZ
a72,神2pro--涨停板日期20231017--20231110-持仓量20230901-20231110-中间值13.78--7周-换手率,917.0-流通市值,17.8亿,机械基件,文一科技**600520.SH
a72,神2pro--涨停板日期20231016--20231110,软件服务,中科金财**002657.SZ,,
a72,神2pro--涨停板日期20231023--20231110-持仓量20230901-20231110-中间值7.15--8周-换手率,234.8-流通市值,20.9亿,供气供热,德龙汇能**000593.SZ
a72,神2pro--涨停板日期20231027--20231110,装修装饰,亚翔集成**603929.SH,,
a72,神2pro--涨停板日期20231030--20231110-持仓量20230901-20231110-中间值44.21--7周-换手率,92.8-流通市值,38.2亿,专用机械,赛腾股份**603283.SH
a72,神2pro--涨停板日期20231023--20231110,元器件,春秋电子**603890.SH,,
a72,神2pro--涨停板日期20231025--20231110-持仓量20230901-20231110-中间值16.27--7周-换手率,165.8-流通市值,26.2亿,通信设备,淳中科技**603516.SH
a72,神2pro--涨停板日期20231024--20231110-持仓量20230901-20231110-中间值15.68--8周-换手率,349.2-流通市值,19.2亿,供气供热,新疆火炬**603080.SH
a72,神2pro--涨停板日期20231024--20231110-持仓量20230901-20231110-中间值17.21--8周-换手率,99.5-流通市值,14.0亿,服饰,浪莎股份**600137.SH
b8,龙战于野--20231108-持仓量20230825-20231103-中间值13.78--7周-换手率,738.4-流通市值,17.8亿,机械基件,文一科技**600520.SH
xxxx,看看能不能引用到2023-11-12 21:49:37.492860,codename null-**000001.SZ
xxxx,下载数据开始=20231110,codename null-**000001.SZ
xxxx,--价格中枢看涨做涨--20231105.0价格中枢-实体一半=0.02--上影线是下的几倍=0.55--阳线实体=1.62--实体是影线的几倍=3.33,其他商业,飞亚达**000026.SZ
xxxx,--价格中枢看涨做涨--20231105.0价格中枢-实体一半=0.02--上影线是下的几倍=1.5--阳线实体=3.41--实体是影线的几倍=3.96,多元金融,华金资本**000532.SZ
xxxx,--价格中枢看涨做涨--20231105.0价格中枢-实体一半=0.02--上影线是下的几倍=0.58--阳线实体=2.93--实体是影线的几倍=3.52,化工原料,英力特**000635.SZ
xxxx,--价格中枢看涨做涨--20231105.0价格中枢-实体一半=0.02--上影线是下的几倍=0.67--阳线实体=5.19--实体是影线的几倍=9.38,元器件,风华高科**000636.SZ
xxxx,--价格中枢看涨做涨--20231105.0价格中枢-实体一半=0.0--上影线是下的几倍=1.49--阳线实体=6.17--实体是影线的几倍=9.35,影视音像,湖北广电**000665.SZ
xxxx,--价格中枢看涨做涨--20231105.0价格中枢-实体一半=0.0--上影线是下的几倍=1.2--阳线实体=2.44--实体是影线的几倍=2.3,综合类,厦门信达**000701.SZ
xxxx,--价格中枢看涨做涨--20231105.0价格中枢-实体一半=0.0--上影线是下的几倍=1.0--阳线实体=4.67--实体是影线的几倍=4.07,百货,中兴商业**000715.SZ
xxxx,--价格中枢看涨做涨--20231105.0价格中枢-实体一半=0.01--上影线是下的几倍=1.4--阳线实体=2.6--实体是影线的几倍=3.1,渔业,中水渔业**000798.SZ
xxxx,--价格中枢看涨做涨--20231105.0价格中枢-实体一半=0.01--上影线是下的几倍=1.5--阳线实体=4.38--实体是影线的几倍=8.52,家用电器,创维数字**000810.SZ
xxxx,--价格中枢看涨做涨--20231105.0价格中枢-实体一半=0.01--上影线是下的几倍=1.5--阳线实体=3.76--实体是影线的几倍=3.44,综合类,数源科技**000909.SZ
xxxx,--价格中枢看涨做涨--20231105.0价格中枢-实体一半=0.01--上影线是下的几倍=0.66--阳线实体=6.53--实体是影线的几倍=23.33,专用机械,众合科技**000925.SZ
xxxx,--价格中枢看涨做涨--20231105.0价格中枢-实体一半=0.02--上影线是下的几倍=1.33--阳线实体=3.37--实体是影线的几倍=2.23,化纤,华西股份**000936.SZ
xxxx,--价格中枢看涨做涨--20231105.0价格中枢-实体一半=0.02--上影线是下的几倍=0.69--阳线实体=4.11--实体是影线的几倍=5.68,专用机械,精功科技**002006.SZ
xxxx,--价格中枢看涨做涨--20231105.0价格中枢-实体一半=0.02--上影线是下的几倍=1.33--阳线实体=3.08--实体是影线的几倍=3.33,机械基件,山东威达**002026.SZ
xxxx,--价格中枢看涨做涨--20231105.0价格中枢-实体一半=0.0--上影线是下的几倍=1.0--阳线实体=3.44--实体是影线的几倍=15.24,元器件,得润电子**002055.SZ
xxxx,--价格中枢看涨做涨--20231105.0价格中枢-实体一半=0.0--上影线是下的几倍=1.0--阳线实体=2.31--实体是影线的几倍=2.64,其他建材,瑞泰科技**002066.SZ
xxxx,--价格中枢看涨做涨--20231105.0价格中枢-实体一半=0.01--上影线是下的几倍=0.83--阳线实体=3.8--实体是影线的几倍=8.63,半导体,苏州固锝**002079.SZ
xxxx,--价格中枢看涨做涨--20231105.0价格中枢-实体一半=0.0--上影线是下的几倍=1.0--阳线实体=4.85--实体是影线的几倍=4.76,纺织,新野纺织**002087.SZ
xxxx,--价格中枢看涨做涨--20231105.0价格中枢-实体一半=0.01--上影线是下的几倍=0.9--阳线实体=5.3--实体是影线的几倍=3.96,纺织机械,方正电机**002196.SZ
xxxx,--价格中枢看涨做涨--20231105.0价格中枢-实体一半=0.04--上影线是下的几倍=0.58--阳线实体=5.17--实体是影线的几倍=4.14,软件服务,天融信**002212.SZ
xxxx,--价格中枢看涨做涨--20231105.0价格中枢-实体一半=0.01--上影线是下的几倍=1.5--阳线实体=5.11--实体是影线的几倍=6.39,食品,保龄宝**002286.SZ
xxxx,--价格中枢看涨做涨--20231105.0价格中枢-实体一半=0.0--上影线是下的几倍=0.99--阳线实体=7.35--实体是影线的几倍=28.18,元器件,超华科技**002288.SZ
xxxx,--价格中枢看涨做涨--20231105.0价格中枢-实体一半=0.03--上影线是下的几倍=1.33--阳线实体=6.68--实体是影线的几倍=2.03,影视音像,奥飞娱乐**002292.SZ
xxxx,--价格中枢看涨做涨--20231105.0价格中枢-实体一半=0.0--上影线是下的几倍=1.49--阳线实体=2.71--实体是影线的几倍=5.81,文教休闲,齐心集团**002301.SZ
xxxx,--价格中枢看涨做涨--20231105.0价格中枢-实体一半=0.05--上影线是下的几倍=1.32--阳线实体=7.74--实体是影线的几倍=2.17,软件服务,理工能科**002322.SZ
xxxx,--价格中枢看涨做涨--20231105.0价格中枢-实体一半=0.03--上影线是下的几倍=1.13--阳线实体=3.25--实体是影线的几倍=2.14,软件服务,太极股份**002368.SZ
xxxx,--价格中枢看涨做涨--20231105.0价格中枢-实体一半=0.01--上影线是下的几倍=0.6--阳线实体=1.75--实体是影线的几倍=4.19,IT设备,新北洋**002376.SZ
xxxx,--价格中枢看涨做涨--20231105.0价格中枢-实体一半=0.0--上影线是下的几倍=1.0--阳线实体=2.89--实体是影线的几倍=4.29,软件服务,达实智能**002421.SZ
xxxx,--价格中枢看涨做涨--20231105.0价格中枢-实体一半=0.0--上影线是下的几倍=0.99--阳线实体=10.0--实体是影线的几倍=18.18,装修装饰,广田集团**002482.SZ
xxxx,--价格中枢看涨做涨--20231105.0价格中枢-实体一半=0.0--上影线是下的几倍=1.0--阳线实体=4.55--实体是影线的几倍=2.68,影视音像,鼎龙文化**002502.SZ
xxxx,--价格中枢看涨做涨--20231105.0价格中枢-实体一半=0.0--上影线是下的几倍=1.0--阳线实体=2.27--实体是影线的几倍=4.88,软件服务,金财互联**002530.SZ
xxxx,--价格中枢看涨做涨--20231105.0价格中枢-实体一半=0.02--上影线是下的几倍=0.55--阳线实体=2.41--实体是影线的几倍=5.88,专用机械,西子洁能**002534.SZ
xxxx,--价格中枢看涨做涨--20231105.0价格中枢-实体一半=0.0--上影线是下的几倍=1.0--阳线实体=2.32--实体是影线的几倍=3.55,电气设备,新联电子**002546.SZ
xxxx,--价格中枢看涨做涨--20231105.0价格中枢-实体一半=0.0--上影线是下的几倍=1.0--阳线实体=3.95--实体是影线的几倍=8.57,轻工机械,东方精工**002611.SZ
xxxx,--价格中枢看涨做涨--20231105.0价格中枢-实体一半=0.02--上影线是下的几倍=1.44--阳线实体=2.86--实体是影线的几倍=2.29,机械基件,申科股份**002633.SZ
xxxx,--价格中枢看涨做涨--20231105.0价格中枢-实体一半=0.03--上影线是下的几倍=0.64--阳线实体=4.49--实体是影线的几倍=4.73,专用机械,华宏科技**002645.SZ
xxxx,--价格中枢看涨做涨--20231105.0价格中枢-实体一半=0.04--上影线是下的几倍=0.65--阳线实体=2.07--实体是影线的几倍=2.79,汽车配件,登云股份**002715.SZ
xxxx,--价格中枢看涨做涨--20231105.0价格中枢-实体一半=0.05--上影线是下的几倍=0.56--阳线实体=3.13--实体是影线的几倍=2.85,化工原料,光华科技**002741.SZ
xxxx,--价格中枢看涨做涨--20231105.0价格中枢-实体一半=0.02--上影线是下的几倍=0.6--阳线实体=5.69--实体是影线的几倍=7.87,机械基件,永和智控**002795.SZ
xxxx,--价格中枢看涨做涨--20231105.0价格中枢-实体一半=0.01--上影线是下的几倍=0.67--阳线实体=1.71--实体是影线的几倍=2.68,家居用品,帝欧家居**002798.SZ
xxxx,--价格中枢看涨做涨--20231105.0价格中枢-实体一半=0.01--上影线是下的几倍=1.17--阳线实体=3.11--实体是影线的几倍=2.55,铝,华锋股份**002806.SZ
xxxx,--价格中枢看涨做涨--20231105.0价格中枢-实体一半=0.01--上影线是下的几倍=0.66--阳线实体=3.94--实体是影线的几倍=16.19,装修装饰,郑中设计**002811.SZ
xxxx,--价格中枢看涨做涨--20231105.0价格中枢-实体一半=0.0--上影线是下的几倍=1.11--阳线实体=3.16--实体是影线的几倍=3.07,元器件,崇达技术**002815.SZ
xxxx,--价格中枢看涨做涨--20231105.0价格中枢-实体一半=0.02--上影线是下的几倍=0.84--阳线实体=3.28--实体是影线的几倍=2.8,装修装饰,名雕股份**002830.SZ
xxxx,--价格中枢看涨做涨--20231105.0价格中枢-实体一半=0.02--上影线是下的几倍=1.5--阳线实体=2.36--实体是影线的几倍=2.2,环境保护,绿茵生态**002887.SZ
xxxx,--价格中枢看涨做涨--20231105.0价格中枢-实体一半=0.04--上影线是下的几倍=0.62--阳线实体=4.98--实体是影线的几倍=5.19,农用机械,弘宇股份**002890.SZ
xxxx,--价格中枢看涨做涨--20231105.0价格中枢-实体一半=0.02--上影线是下的几倍=0.67--阳线实体=1.19--实体是影线的几倍=2.13,供气供热,华通热力**002893.SZ
xxxx,--价格中枢看涨做涨--20231105.0价格中枢-实体一半=0.02--上影线是下的几倍=0.75--阳线实体=2.84--实体是影线的几倍=3.3,元器件,德生科技**002908.SZ
xxxx,--价格中枢看涨做涨--20231105.0价格中枢-实体一半=0.03--上影线是下的几倍=0.61--阳线实体=2.44--实体是影线的几倍=2.84,化工原料,金奥博**002917.SZ
xxxx,--价格中枢看涨做涨--20231105.0价格中枢-实体一半=0.0--上影线是下的几倍=1.49--阳线实体=2.45--实体是影线的几倍=5.48,化工原料,乐凯胶片**600135.SH
