xxxx,--价格中枢看涨做涨--20241103.0价格中枢-实体一半=0.05--上影线是下的几倍=6.47--阳线实体=3.81--实体是影线的几倍=0.92,全国地产,大悦城**000031.SZ
xxxx,--价格中枢看涨做涨--20241103.0价格中枢-实体一半=0.06--上影线是下的几倍=0.58--阳线实体=1.51--实体是影线的几倍=0.5,全国地产,华联控股**000036.SZ
xxxx,--价格中枢看涨做涨--20241103.0价格中枢-实体一半=0.04--上影线是下的几倍=2.59--阳线实体=3.73--实体是影线的几倍=1.37,铅锌,中金岭南**000060.SZ
xxxx,--价格中枢看涨做涨--20241103.0价格中枢-实体一半=0.1--上影线是下的几倍=2.31--阳线实体=4.26--实体是影线的几倍=1.32,石油贸易,广聚能源**000096.SZ
xxxx,--价格中枢看涨做涨--20241103.0价格中枢-实体一半=0.08--上影线是下的几倍=1500.0--阳线实体=20.98--实体是影线的几倍=9.07,石油贸易,国际实业**000159.SZ
xxxx,--价格中枢看涨做涨--20241103.0价格中枢-实体一半=0.03--上影线是下的几倍=1.85--阳线实体=7.9--实体是影线的几倍=3.28,水泥,冀东水泥**000401.SZ
xxxx,--价格中枢看涨做涨--20241103.0价格中枢-实体一半=0.08--上影线是下的几倍=4.99--阳线实体=7.03--实体是影线的几倍=1.14,全国地产,金融街**000402.SZ
xxxx,--价格中枢看涨做涨--20241103.0价格中枢-实体一半=0.04--上影线是下的几倍=0.0--阳线实体=17.25--实体是影线的几倍=790.0,区域地产,渝开发**000514.SZ
xxxx,--价格中枢看涨做涨--20241103.0价格中枢-实体一半=0.1--上影线是下的几倍=2.0--阳线实体=8.18--实体是影线的几倍=1.63,铝,焦作万方**000612.SZ
xxxx,--价格中枢看涨做涨--20241103.0价格中枢-实体一半=0.06--上影线是下的几倍=2.43--阳线实体=2.6--实体是影线的几倍=0.76,小金属,合金投资**000633.SZ
xxxx,--价格中枢看涨做涨--20241103.0价格中枢-实体一半=0.06--上影线是下的几倍=5.32--阳线实体=7.77--实体是影线的几倍=1.43,食品,西王食品**000639.SZ
xxxx,--价格中枢看涨做涨--20241103.0价格中枢-实体一半=0.09--上影线是下的几倍=6.98--阳线实体=5.14--实体是影线的几倍=1.52,普钢,金岭矿业**000655.SZ
xxxx,--价格中枢看涨做涨--20241103.0价格中枢-实体一半=0.01--上影线是下的几倍=1.08--阳线实体=1.22--实体是影线的几倍=0.27,汽车配件,襄阳轴承**000678.SZ
xxxx,--价格中枢看涨做涨--20241103.0价格中枢-实体一半=0.01--上影线是下的几倍=1.1--阳线实体=18.82--实体是影线的几倍=13.78,工程机械,山推股份**000680.SZ
xxxx,--价格中枢看涨做涨--20241103.0价格中枢-实体一半=0.04--上影线是下的几倍=1.8--阳线实体=1.63--实体是影线的几倍=0.77,水务,中山公用**000685.SZ
xxxx,--价格中枢看涨做涨--20241103.0价格中枢-实体一半=0.0--上影线是下的几倍=0.0--阳线实体=14.82--实体是影线的几倍=630.0,食品,黑芝麻**000716.SZ
xxxx,--价格中枢看涨做涨--20241103.0价格中枢-实体一半=0.01--上影线是下的几倍=0.69--阳线实体=9.02--实体是影线的几倍=4.95,铅锌,中色股份**000758.SZ
xxxx,--价格中枢看涨做涨--20241103.0价格中枢-实体一半=0.01--上影线是下的几倍=1.25--阳线实体=1.44--实体是影线的几倍=0.78,百货,居然之家**000785.SZ
xxxx,--价格中枢看涨做涨--20241103.0价格中枢-实体一半=0.06--上影线是下的几倍=0.0--阳线实体=22.47--实体是影线的几倍=1510.0,矿物制品,英洛华**000795.SZ
xxxx,--价格中枢看涨做涨--20241103.0价格中枢-实体一半=0.03--上影线是下的几倍=0.68--阳线实体=2.33--实体是影线的几倍=1.07,水泥,天山股份**000877.SZ
xxxx,--价格中枢看涨做涨--20241103.0价格中枢-实体一半=0.01--上影线是下的几倍=0.95--阳线实体=2.24--实体是影线的几倍=0.75,铜,云南铜业**000878.SZ
xxxx,--价格中枢看涨做涨--20241103.0价格中枢-实体一半=0.04--上影线是下的几倍=4.98--阳线实体=4.13--实体是影线的几倍=0.99,区域地产,津滨发展**000897.SZ
xxxx,--价格中枢看涨做涨--20241103.0价格中枢-实体一半=0.01--上影线是下的几倍=2.49--阳线实体=1.98--实体是影线的几倍=1.57,路桥,现代投资**000900.SZ
xxxx,--价格中枢看涨做涨--20241027.0价格中枢-实体一半=0.08--上影线是下的几倍=0.27--阳线实体=2.25--实体是影线的几倍=2.46,啤酒,兰州黄河**000929.SZ
xxxx,--价格中枢看涨做涨--20241103.0价格中枢-实体一半=0.02--上影线是下的几倍=2.0--阳线实体=5.77--实体是影线的几倍=3.33,火力发电,长源电力**000966.SZ
xxxx,--价格中枢看涨做涨--20241103.0价格中枢-实体一半=0.06--上影线是下的几倍=0.0--阳线实体=13.0--实体是影线的几倍=1290.0,矿物制品,中科三环**000970.SZ
xxxx,--价格中枢看涨做涨--20241027.0价格中枢-实体一半=0.02--上影线是下的几倍=2.99--阳线实体=16.55--实体是影线的几倍=11.8,塑料,佛塑科技**000973.SZ
xxxx,--价格中枢看涨做涨--20241103.0价格中枢-实体一半=0.08--上影线是下的几倍=9.45--阳线实体=4.46--实体是影线的几倍=0.94,建筑工程,浙江交科**002061.SZ
xxxx,--价格中枢看涨做涨--20241103.0价格中枢-实体一半=0.04--上影线是下的几倍=3.99--阳线实体=3.29--实体是影线的几倍=1.07,建筑工程,宏润建设**002062.SZ
xxxx,--价格中枢看涨做涨--20241103.0价格中枢-实体一半=0.09--上影线是下的几倍=0.63--阳线实体=1.11--实体是影线的几倍=0.42,矿物制品,鲁阳节能**002088.SZ
xxxx,--价格中枢看涨做涨--20241103.0价格中枢-实体一半=0.04--上影线是下的几倍=1000.0--阳线实体=4.55--实体是影线的几倍=1.49,普钢,三钢闽光**002110.SZ
xxxx,--价格中枢看涨做涨--20241103.0价格中枢-实体一半=0.02--上影线是下的几倍=0.72--阳线实体=1.16--实体是影线的几倍=0.38,化工原料,中核钛白**002145.SZ
xxxx,--价格中枢看涨做涨--20241103.0价格中枢-实体一半=0.05--上影线是下的几倍=10.89--阳线实体=13.75--实体是影线的几倍=1.98,全国地产,荣盛发展**002146.SZ
xxxx,--价格中枢看涨做涨--20241103.0价格中枢-实体一半=0.08--上影线是下的几倍=1.36--阳线实体=4.13--实体是影线的几倍=1.01,黄金,湖南黄金**002155.SZ
xxxx,--价格中枢看涨做涨--20241103.0价格中枢-实体一半=0.02--上影线是下的几倍=2.99--阳线实体=2.7--实体是影线的几倍=1.31,农业综合,正邦科技**002157.SZ
xxxx,--价格中枢看涨做涨--20241103.0价格中枢-实体一半=0.0--上影线是下的几倍=1.0--阳线实体=2.14--实体是影线的几倍=1.13,铝,常铝股份**002160.SZ
xxxx,--价格中枢看涨做涨--20241103.0价格中枢-实体一半=0.08--上影线是下的几倍=16.83--阳线实体=3.91--实体是影线的几倍=1.17,百货,广百股份**002187.SZ
